date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,clean_review,review_length_clean,clean_title,full_text
########,"It’s a Free, Quick, Simple to use, yet Powerful Tool.","I am pleased with the UI, so far. Simplistic but to the point, which makes it super user friendly, on that aspect. 

 And might I add that it’s also free! It’s also much quicker responsiveness than the 3rd party completion.

Looking forward to use this on the daily. So far, the devs get a 10/10 from me. No complaints.",5,ccruz,185,28,Google Play,en,Czech Republic,4.9.0,Yes,pleased far simplistic point make super user friendly aspect might add it’s also free it’s also much quicker responsiveness party completion looking forward use daily far devs get complaint,29,it’s free quick simple use yet powerful tool,it’s free quick simple use yet powerful tool pleased far simplistic point make super user friendly aspect might add it’s also free it’s also much quicker responsiveness party completion looking forward use daily far devs get complaint
########,Wonderful,I challenge this app to its fullest and ask it to help write music or to help me make D&D campaigns that are completely custom and it has been so very helpful and just amazing. If I were to have any notes it would be the text art that it shares. Other than that I still give 5/5 stars. Absolutely amazing and revolutionary,5,francisco67,17,21,Google Play,pt,Samoa,1.7.9,Yes,challenge app fullest ask help write music help make campaign completely custom helpful amazing note would text art share still give star absolutely amazing revolutionary,25,wonderful,wonderful challenge app fullest ask help write music help make campaign completely custom helpful amazing note would text art share still give star absolutely amazing revolutionary
08-09-2025,Copying texts,"I have chosen not to use the ChatGPT iOS app due to its limitations related to copy and pasting. Unfortunately, the app does not allow selective copying of specific parts or paragraphs; instead, it requires copying the entire text at once. I believe it would greatly enhance user experience if this feature were improved, allowing for more convenient and precise copying options.",4,jonathanbuchanan,189,25,Google Play,ja,Eritrea,4.3.8,Yes,chosen use chatgpt io app due limitation related copy pasting unfortunately app allow selective copying specific part paragraph instead requires copying entire text believe would greatly enhance user experience feature improved allowing convenient precise copying option,36,copying text,copying text chosen use chatgpt io app due limitation related copy pasting unfortunately app allow selective copying specific part paragraph instead requires copying entire text believe would greatly enhance user experience feature improved allowing convenient precise copying option
########,My iPhone 14pro gets extremely hot when I use this app,"So, every time I use this app, my iPhone gets super hot. To the point where I have to turn it off and remove it from the case. I’m running iOS  16.4.1 version. I tried to restart my phone, but the issue persists. Other than that, I think it’s a great app with a very minimalistic and clean UI. Love the haptics.",5,ashley61,35,20,Website,hi,Norway,2.9.5,No,every time use app iphone get super hot point turn remove case i’m running io version tried restart phone issue persists think it’s great app minimalistic clean love haptics,29,iphone pro get extremely hot use app,iphone pro get extremely hot use app every time use app iphone get super hot point turn remove case i’m running io version tried restart phone issue persists think it’s great app minimalistic clean love haptics
########,"Same Strong, Basic, Interface","I’m not going to lie, I love ChatGPT. I just feel as though the interface in both the app and the site deserve so much more for such and amazing piece of technology. 

Overall though, the user experience of the app is just as strong, just as dynamic as the site. I love the haptics addition on the app as well. The overall functionality is still outstanding though. Last thing, it’s still all about those prompts!",3,benjaminvictoria,77,18,Flipkart,ru,Monaco,2.6.4,No,i’m going lie love chatgpt feel though interface app site deserve much amazing piece technology overall though user experience app strong dynamic site love haptics addition app well overall functionality still outstanding though last thing it’s still prompt,38,strong basic interface,strong basic interface i’m going lie love chatgpt feel though interface app site deserve much amazing piece technology overall though user experience app strong dynamic site love haptics addition app well overall functionality still outstanding though last thing it’s still prompt
########,Sign-in screen issue,"Once you login (at least on an iPhone mini) the button to continue to the chat screen appears below but hidden and the screen gets stuck, unable to scroll to continue; you have to try hard and keep clicking the hidden button until you get to the next screen.",4,sarasanchez,142,25,Website,fr,United States of America,4.8.7,Yes,login least iphone mini button continue chat screen appears hidden screen get stuck unable scroll continue try hard keep clicking hidden button get next screen,25,signin screen issue,signin screen issue login least iphone mini button continue chat screen appears hidden screen get stuck unable scroll continue try hard keep clicking hidden button get next screen
########,Biased and not accurate,I tested it by asking it history questions. Each answer had very serious mistakes. I asked the history of an Army division and it placed the division in conflicts it never participated in. Many times the dates were incorrect. I also tested it to write an essay arguing that biological men should not play women’s sports. It condemned my question and would not. Then I asked it to write an essay arguing the biological men do have the right to play woman’s sports and it wrote the essay. If it is a true AI it should have no opinion and write the essay. It’s garbage. Just a huge disappointment.,1,david83,164,22,App Store,ru,Rwanda,3.6.6,Yes,tested asking history question answer serious mistake asked history army division placed division conflict never participated many time date incorrect also tested write essay arguing biological men play women’s sport condemned question would asked write essay arguing biological men right play woman’s sport wrote essay true opinion write essay it’s garbage huge disappointment,53,biased accurate,biased accurate tested asking history question answer serious mistake asked history army division placed division conflict never participated many time date incorrect also tested write essay arguing biological men play women’s sport condemned question would asked write essay arguing biological men right play woman’s sport wrote essay true opinion write essay it’s garbage huge disappointment
########,Extremely dishonest,"This company lies to the public and plays dumb when you ask anything controversial about billionaires. Maybe they are covering for their buddies or they are too cowardly to get sued. Either way, blatant lies. I’ve tested and documented numerous times. They use September 2021 as a date to avoid answers as well. Yet I can definitely get it to answer questions that deal with issues beyond that date. I get perfect answers when it comes to unflattering issues with minorities. It has no problem with that at all. Seems there is an agenda.",1,lflores,96,19,Flipkart,ru,Madagascar,4.3.3,No,company lie public play dumb ask anything controversial billionaire maybe covering buddy cowardly get sued either way blatant lie i’ve tested documented numerous time use september date avoid answer well yet definitely get answer question deal issue beyond date get perfect answer come unflattering issue minority problem seems agenda,49,extremely dishonest,extremely dishonest company lie public play dumb ask anything controversial billionaire maybe covering buddy cowardly get sued either way blatant lie i’ve tested documented numerous time use september date avoid answer well yet definitely get answer question deal issue beyond date get perfect answer come unflattering issue minority problem seems agenda
########,No reviews???,This is literally THE official app from the actual creators of CHAT GPT. You know? The people that made the website free to use? well they actually made a mobile app and guess what? 🤯 no ads or in app purchases like these other devs who want to steal from people like you! Don’t be dumb! Use the actual app and support OPENAI! This IS LEGIT. NOT LIKE THOSE OTHER APPS THAT SCAM YOU AND STEAL YOUR MONEY. THIS IS THE REAL CHAT GPT.,5,nicoleroberts,118,20,Google Play,ru,United States Virgin Islands,4.6.8,Yes,literally official app actual creator chat gpt know people made website free use well actually made mobile app guess ad app purchase like devs want steal people like don’t dumb use actual app support openai legit like apps scam steal money real chat gpt,44,review,review literally official app actual creator chat gpt know people made website free use well actually made mobile app guess ad app purchase like devs want steal people like don’t dumb use actual app support openai legit like apps scam steal money real chat gpt
########,App is great and very helpful!,"I can see this is just the very beginning and a lot of significant improvements can be made (voice, show pictures, be more human-like that you feel like you're chatting with a real person, etc) as AI continues to advance at a rapid pace. Thank you for making this app free and available!",5,ibaker,62,20,Amazon,de,Fiji,3.1.7,No,see beginning lot significant improvement made voice show picture humanlike feel like youre chatting real person etc continues advance rapid pace thank making app free available,26,app great helpful,app great helpful see beginning lot significant improvement made voice show picture humanlike feel like youre chatting real person etc continues advance rapid pace thank making app free available
########,As good as the browser,As simple as using it on a desktop or browser version. It helps me move around the interface better than the browser on mobile devices. The AI still acts the same as it does on the desktop or browser. It deserves the score it gets.,5,mcampbell,137,21,Flipkart,en,Norfolk Island,3.6.9,Yes,simple using desktop browser version help move around interface better browser mobile device still act desktop browser deserves score get,20,good browser,good browser simple using desktop browser version help move around interface better browser mobile device still act desktop browser deserves score get
########,Easy to use,"It’s simple and easy to use, it’s similar yo the website version in many ways with one noticeable exception. You can’t edit the prompts sent afterwards. While it’s not a total dealbreaker to most it is something I like being able to do in cases where the AI misunderstands what I initially wrote and I hope they find a way to add it to the app version as well soon.",4,ophillips,48,16,Website,ru,Bouvet Island (Bouvetoya),2.7.3,No,it’s simple easy use it’s similar website version many way one noticeable exception can’t edit prompt sent afterwards it’s total dealbreaker something like able case misunderstands initially wrote hope find way add app version well soon,36,easy use,easy use it’s simple easy use it’s similar website version many way one noticeable exception can’t edit prompt sent afterwards it’s total dealbreaker something like able case misunderstands initially wrote hope find way add app version well soon
########,Innovative,"Incredible app just lacking the internet connection, speed and updated information of bard and bing. Answers are more consistent than the other ai and better written just a little excessively censored. Have to rephrase basic questions on occasion for it to agree to produce a result. Hopefully it eases up on the censorship a bit or a less restrictive app comes out.",4,dgreen,3,18,Flipkart,de,Ethiopia,1.7.3,Yes,incredible app lacking internet connection speed updated information bard bing answer consistent better written little excessively censored rephrase basic question occasion agree produce result hopefully eas censorship bit less restrictive app come,32,innovative,innovative incredible app lacking internet connection speed updated information bard bing answer consistent better written little excessively censored rephrase basic question occasion agree produce result hopefully eas censorship bit less restrictive app come
########,Hands down greatest AI App!!!!!,"Question can you give it access to current information, it keeps saying that it’s in September 2021 time on knowledge. Or give it capabilities of loading and learning information from the internet to be present on current time and information right now?",5,shelbyjohnson,61,24,Website,zh,Angola,3.6.7,No,question give access current information keep saying it’s september time knowledge give capability loading learning information internet present current time information right,22,hand greatest app,hand greatest app question give access current information keep saying it’s september time knowledge give capability loading learning information internet present current time information right
########,Amazing app,"I've been using the website for a week and was thrilled to discover the app. The app's response time is much faster, which is excellent. I am looking forward to a Mac version of the app soon. Thank you for everything. The website has been life-changing, and the app will be the same.",5,ronald04,66,21,Amazon,ru,Falkland Islands (Malvinas),4.7.1,No,ive using website week thrilled discover app apps response time much faster excellent looking forward mac version app soon thank everything website lifechanging app,24,amazing app,amazing app ive using website week thrilled discover app apps response time much faster excellent looking forward mac version app soon thank everything website lifechanging app
########,excellent,"Really a powerful tool for my daily life, at the same time I think you have a dramatically improvement space, I hope you can bring us the best experience, and I hope you can develop a iPad version ChatGPT to us, on a bigger screen the answer should be display well, thank you!",5,davisgary,52,19,Amazon,zh,Tonga,4.0.9,Yes,really powerful tool daily life time think dramatically improvement space hope bring best experience hope develop ipad version chatgpt bigger screen answer display well thank,25,excellent,excellent really powerful tool daily life time think dramatically improvement space hope bring best experience hope develop ipad version chatgpt bigger screen answer display well thank
########,"Solid, clean app - love the haptic feedback","Really pleased to see a proper mobile app for the service instead of the countless knockoffs. Would like to see a way to export history to a version control system for reference, also being able to export to flat files or json would be a good intermediate solution.",5,hkane,4,28,Amazon,ru,Argentina,5.9.6,No,really pleased see proper mobile app service instead countless knockoff would like see way export history version control system reference also able export flat file json would good intermediate solution,30,solid clean app love haptic feedback,solid clean app love haptic feedback really pleased see proper mobile app service instead countless knockoff would like see way export history version control system reference also able export flat file json would good intermediate solution
########,It’s great but makes your phone so hot,"This app is really great and the user experience is really great except for the fact that it makes your phone really hot and drains your battery like nothing else. I don’t understand why this happens, but my feeling is that they did not write this natively in iOS and that the efficiencies are due to the nice animations that they’ve done",4,asmith,50,22,Amazon,de,Christmas Island,4.9.3,No,app really great user experience really great except fact make phone really hot drain battery like nothing else don’t understand happens feeling write natively io efficiency due nice animation they’ve done,31,it’s great make phone hot,it’s great make phone hot app really great user experience really great except fact make phone really hot drain battery like nothing else don’t understand happens feeling write natively io efficiency due nice animation they’ve done
########,A Gift to Humanity,"LLM’s remain the most under-hyped artifact to be labeled overhyped in the overall existence of “things”. Their features are not purported, they are discovered. Truly an object of novel intrigue worthy of both bewilderment and excitement. Thank you OpenAI. My only complaint is your WFH policy, reconsider the concept of a cloud workforce. Smart people exist outside of the Bay Area, you should consider hiring them!",5,martinezalexa,167,22,Amazon,hi,Oman,4.7.7,Yes,llm’s remain underhyped artifact labeled overhyped overall existence “things” feature purported discovered truly object novel intrigue worthy bewilderment excitement thank openai complaint wfh policy reconsider concept cloud workforce smart people exist outside bay area consider hiring,36,gift humanity,gift humanity llm’s remain underhyped artifact labeled overhyped overall existence “things” feature purported discovered truly object novel intrigue worthy bewilderment excitement thank openai complaint wfh policy reconsider concept cloud workforce smart people exist outside bay area consider hiring
########,Great app can be 100 times better,"As a product manager I would suggest to start building the widgets as soon as possible to make the search more intuitive. Please make it a first priority. (I can help)

Other then that, I really love the voice to text..
I am a fan. Its sooo accurate then apple dictating.
Future looks great ❤️❤️",5,mary58,43,20,Flipkart,ru,Belgium,4.2.8,Yes,product manager would suggest start building widget soon possible make search intuitive please make first priority help really love voice text fan sooo accurate apple dictating future look great ❤️❤️,30,great app time better,great app time better product manager would suggest start building widget soon possible make search intuitive please make first priority help really love voice text fan sooo accurate apple dictating future look great ❤️❤️
########,The incorporated Whisper is really Impressive,"The Whisper's speech-to-text rocks, totally outdoing Apple's which I reckon is already better than loads of others. I threw rapid-fire speech at it, and it nailed it. Super pumped for what's next for this app and Thai tech in general. Good speech-to-text has been a roadblock for really useful digital assistants, but it looks like we're getting there. Super cool!",5,adamcollins,8,20,Google Play,en,Bhutan,1.6.2,Yes,whisper speechtotext rock totally outdoing apple reckon already better load others threw rapidfire speech nailed super pumped whats next app thai tech general good speechtotext roadblock really useful digital assistant look like getting super cool,35,incorporated whisper really impressive,incorporated whisper really impressive whisper speechtotext rock totally outdoing apple reckon already better load others threw rapidfire speech nailed super pumped whats next app thai tech general good speechtotext roadblock really useful digital assistant look like getting super cool
########,A bit buggy,"Sometimes when you ask it to generate something. It get stuck and doesn’t generate anything unless I force close the app and open it again then it works. Don’t know why this happens. 
Also when I go to settings/data controls and export my data. I don’t receive anything in my email.",4,christopherflowers,181,18,Flipkart,en,British Indian Ocean Territory (Chagos Archipelago),2.8.7,No,sometimes ask generate something get stuck doesn’t generate anything unless force close app open work don’t know happens also settingsdata control export data don’t receive anything email,27,bit buggy,bit buggy sometimes ask generate something get stuck doesn’t generate anything unless force close app open work don’t know happens also settingsdata control export data don’t receive anything email
########,Open A.I. are a bunch of rock stars.,"The OpenAI app is an absolute game-changer! Its intuitive interface, accurate language suggestions, and versatile features make it my go-to companion for all things linguistic. Whether I need grammar assistance, creative inspiration, or a writing mentor, OpenAI delivers. this app will truly become aan AI language lover’s dream. Five stars all the way!",5,collinsann,158,20,Website,ar,British Indian Ocean Territory (Chagos Archipelago),4.0.0,No,openai app absolute gamechanger intuitive interface accurate language suggestion versatile feature make goto companion thing linguistic whether need grammar assistance creative inspiration writing mentor openai delivers app truly become aan language lover’s dream five star way,36,open bunch rock star,open bunch rock star openai app absolute gamechanger intuitive interface accurate language suggestion versatile feature make goto companion thing linguistic whether need grammar assistance creative inspiration writing mentor openai delivers app truly become aan language lover’s dream five star way
########,Stop Just Stop,"The stop text typing feature never works I sometimes need to stop it from spouting off something that’s entirely wrong and useless and wastes my time but I have to stare at the screen while it stalls and stutters, plus the text generation is slow(gpt3.5) despite the fact I’m paying for plus(shrinkflation?) Also gpt-4 has really worse. They’re protecting us from ourselves and this is the cost of doing business for them/us makes you want to look at the other options out there",1,donald56,4,18,Website,hi,Czech Republic,5.4.0,No,stop text typing feature never work sometimes need stop spouting something that’s entirely wrong useless waste time stare screen stall stutter plus text generation slowgpt despite fact i’m paying plusshrinkflation also gpt really worse they’re protecting cost business themus make want look option,43,stop stop,stop stop stop text typing feature never work sometimes need stop spouting something that’s entirely wrong useless waste time stare screen stall stutter plus text generation slowgpt despite fact i’m paying plusshrinkflation also gpt really worse they’re protecting cost business themus make want look option
########,Awesome,"All in all, the OpenAI's ChatGPT iOS App is more than just a chatbot - it's an intelligent companion that offers unrivaled conversational assistance. Its exemplary user interface, combined with its deep learning capabilities, make it a must-have for anyone seeking to embrace the future of AI technology. This is, without a doubt, the dawn of a new era in mobile AI conversations. It also wrote this review so I didn’t have to do it myself, amazing",4,holmescrystal,27,23,Google Play,ru,Lebanon,2.3.3,No,openais chatgpt io app chatbot intelligent companion offer unrivaled conversational assistance exemplary user interface combined deep learning capability make musthave anyone seeking embrace future technology without doubt dawn new era mobile conversation also wrote review didn’t amazing,37,awesome,awesome openais chatgpt io app chatbot intelligent companion offer unrivaled conversational assistance exemplary user interface combined deep learning capability make musthave anyone seeking embrace future technology without doubt dawn new era mobile conversation also wrote review didn’t amazing
########,ChatGPT Mobile App Review: Conversational Excellence on the Go,"The ChatGPT mobile app sets a new standard for conversational AI. With its intuitive interface and exceptional conversational intelligence, it provides an unparalleled user experience. The app's personalization, reliability, and trustworthiness further enhance its value. While minor limitations exist, ChatGPT remains an invaluable companion in our digital world. This was written by AI FYI",5,oevans,68,19,App Store,es,Serbia,3.6.7,Yes,chatgpt mobile app set new standard conversational intuitive interface exceptional conversational intelligence provides unparalleled user experience apps personalization reliability trustworthiness enhance value minor limitation exist chatgpt remains invaluable companion digital world written fyi,33,chatgpt mobile app review conversational excellence,chatgpt mobile app review conversational excellence chatgpt mobile app set new standard conversational intuitive interface exceptional conversational intelligence provides unparalleled user experience apps personalization reliability trustworthiness enhance value minor limitation exist chatgpt remains invaluable companion digital world written fyi
########,energy consumption,"After trying the ChatGPT iOS app, I noticed that it might be causing my iPhone to overheat, possibly due to issues with the iPhone neural network chip. I also encountered a similar problem while using the Draw Things app. It seems that this issue might be widespread among AI-based iOS applications.",5,adam25,76,27,Google Play,en,Bolivia,1.6.6,No,trying chatgpt io app noticed might causing iphone overheat possibly due issue iphone neural network chip also encountered similar problem using draw thing app seems issue might widespread among aibased io application,32,energy consumption,energy consumption trying chatgpt io app noticed might causing iphone overheat possibly due issue iphone neural network chip also encountered similar problem using draw thing app seems issue might widespread among aibased io application
########,Haptic feedback?,"Lol, so I’d love to hear story that led to implementing haptic feedback AND leaving it on as default. 

No hurt feelings on my side, I turned it off within seconds of using this app. 

It’s just hilarious to see that somebody made a conscious decision to add it. It’s almost like the beeping or clicking sounds when you see a hacker typing in a movie.",5,patrick26,121,26,Google Play,en,Canada,2.1.7,No,lol i’d love hear story led implementing haptic feedback leaving default hurt feeling side turned within second using app it’s hilarious see somebody made conscious decision add it’s almost like beeping clicking sound see hacker typing movie,37,haptic feedback,haptic feedback lol i’d love hear story led implementing haptic feedback leaving default hurt feeling side turned within second using app it’s hilarious see somebody made conscious decision add it’s almost like beeping clicking sound see hacker typing movie
########,Not GPT-4,"Although I’m a paid user, there’s no GPT-4 functionality on the app. Love having the GPT-3 in an accessible app version, however, when I ask GPT-4 if it is in fact GPT-4, this is its response: As of my knowledge cutoff in September 2021, I am based on the GPT-3 model. Any developments or improvements after that time are not within my knowledge.

The app should specify what GPT-4 functionality it offers if not the same as the web version.",3,munozleah,144,17,Google Play,ru,Korea,1.3.3,No,although i’m paid user there’s gpt functionality app love gpt accessible app version however ask gpt fact gpt response knowledge cutoff september based gpt model development improvement time within knowledge app specify gpt functionality offer web version,37,gpt,gpt although i’m paid user there’s gpt functionality app love gpt accessible app version however ask gpt fact gpt response knowledge cutoff september based gpt model development improvement time within knowledge app specify gpt functionality offer web version
########,App doesn’t always generate a response,"I will ask a question and get a response, and a few questions in after getting several good responses immediately, I will ask another questions and the 3 dots will blink like it’s trying to generate a response but it just never will. I have 3 bars of 5g. There’s no way to have it regenerate a response, have to close out and start the convo over from scratch only to have the same thing happen again.",2,mrichardson,11,17,Google Play,hi,Poland,5.9.0,Yes,ask question get response question getting several good response immediately ask another question dot blink like it’s trying generate response never bar there’s way regenerate response close start convo scratch thing happen,32,app doesn’t always generate response,app doesn’t always generate response ask question get response question getting several good response immediately ask another question dot blink like it’s trying generate response never bar there’s way regenerate response close start convo scratch thing happen
########,I think this is a great software.,"I think everyone needs an AI friend, because it knows everything, and when you need it, you can be by your side to solve problems or comfort you and encourage you. I hope to join the Internet function as soon as possible.",5,samanthaberger,4,16,Flipkart,pt,Venezuela,2.6.1,No,think everyone need friend know everything need side solve problem comfort encourage hope join internet function soon possible,18,think great software,think great software think everyone need friend know everything need side solve problem comfort encourage hope join internet function soon possible
05-06-2025,Not bad but little problem for me,"I like the app. Of course there’s always room for improvement. But one major thing for me is that when using 3.5, I have to close the app after sending one message if I want to send a follow up message. It works fine with GPT4, but not 3.5. Idk if it’s related to me having to use a VPN since I’m studying in China now.",4,blewis,144,23,Flipkart,pt,Falkland Islands (Malvinas),4.8.5,No,like app course there’s always room improvement one major thing using close app sending one message want send follow message work fine gpt idk it’s related use vpn since i’m studying china,32,bad little problem,bad little problem like app course there’s always room improvement one major thing using close app sending one message want send follow message work fine gpt idk it’s related use vpn since i’m studying china
05-02-2025,Takes two attempts to delete a chat while it’s open,Besides that it’s incredible. I would like the option to turn the response into a pdf so it can be saved in my notes. Other than that well done and keep up the good work.,5,lynn27,176,21,Google Play,ru,Timor-Leste,3.0.1,No,besides it’s incredible would like option turn response pdf saved note well done keep good work,16,take two attempt delete chat it’s open,take two attempt delete chat it’s open besides it’s incredible would like option turn response pdf saved note well done keep good work
08-05-2025,Yes!!,"This is fantastic! I used to need to bookmark the ChatGPT website on my phones Home Screen, but having an app made directly from OpenAI is absolutely amazing.

I’ve already used it today during a conference to help me brainstorm. It was easy to login, saved my Plus membership, and was very prompt in its response.",5,victoriaduncan,19,24,Amazon,pt,Christmas Island,5.9.6,No,fantastic used need bookmark chatgpt website phone home screen app made directly openai absolutely amazing i’ve already used today conference help brainstorm easy login saved plus membership prompt response,29,yes,yes fantastic used need bookmark chatgpt website phone home screen app made directly openai absolutely amazing i’ve already used today conference help brainstorm easy login saved plus membership prompt response
########,Up To Date Problem,"Hi. I downloaded this app a few weeks ago. I absolutely love this app. It can help with so many things, like giving you prompts, you can ask it questions, etc. The only problem I have with this app is that the training data only goes up as far as September 2021. Everything that happened after that, it has no idea about. Such as movies, to shows, or data from other websites or other things of such. Please update the training data please. Thank you!",1,kathryn21,162,20,Amazon,ar,Hungary,4.3.5,No,downloaded app week ago absolutely love app help many thing like giving prompt ask question etc problem app training data go far september everything happened idea movie show data website thing please update training data please thank,37,date problem,date problem downloaded app week ago absolutely love app help many thing like giving prompt ask question etc problem app training data go far september everything happened idea movie show data website thing please update training data please thank
########,Mobile app and Desktop conversion don’t sync,"I was having a conversation in the desktop using Mozilla Firefox. Later when I tried to continue the discussion from the mobile app, the History did not show the conversation that I had in the desktop. Quite inconvenient. Hope this will be improved!",4,marcuscarter,47,21,Website,ja,Uganda,1.9.4,Yes,conversation desktop using mozilla firefox later tried continue discussion mobile app history show conversation desktop quite inconvenient hope improved,19,mobile app desktop conversion don’t sync,mobile app desktop conversion don’t sync conversation desktop using mozilla firefox later tried continue discussion mobile app history show conversation desktop quite inconvenient hope improved
02-03-2025,Suddenly… very… slow…,"This tool is amazing. But for some reason, it has gotten incredibly slow. I will type a somewhat simple question, for example, asking for a list of words that represent a certain mood, or feeling, or something of that sort, and he used to provide a result within just a few seconds. Now it is taking forever and the app is hanging up.",3,coxjennifer,21,24,Amazon,fr,Madagascar,4.2.6,No,tool amazing reason gotten incredibly slow type somewhat simple question example asking list word represent certain mood feeling something sort used provide result within second taking forever app hanging,29,suddenly… very… slow…,suddenly… very… slow… tool amazing reason gotten incredibly slow type somewhat simple question example asking list word represent certain mood feeling something sort used provide result within second taking forever app hanging
02-07-2025,Good. But…,"App runs smooth. But here are three problems. 

The Battery usage is atrocious. I don’t know if it’s the haptics but i may have to switch back to using the bookmark to the website rather than the app if it keeps killing me battery like this. 

Accessing the history should be more on a side menu by swiping to it instead of tapping the top right. Intergrate gestures into the app. 

Also there’s too many extra steps to select a certain text or to activate text to speech. 

if you guys added a way to make chatgpt run more conversational, where i can talk to it and the output could be speech AND text, that’d be game changing. 

Other than that, great app.",4,jennifer42,27,25,Google Play,en,Mongolia,3.7.5,No,app run smooth three problem battery usage atrocious don’t know it’s haptics may switch back using bookmark website rather app keep killing battery like accessing history side menu swiping instead tapping top right intergrate gesture app also there’s many extra step select certain text activate text speech guy added way make chatgpt run conversational talk output could speech text that’d game changing great app,64,good but…,good but… app run smooth three problem battery usage atrocious don’t know it’s haptics may switch back using bookmark website rather app keep killing battery like accessing history side menu swiping instead tapping top right intergrate gesture app also there’s many extra step select certain text activate text speech guy added way make chatgpt run conversational talk output could speech text that’d game changing great app
########,Idea…,"I’m enjoying the app. So far I have learned softball techniques, interior design styles, what Wii fit can use, the number 42, healthy eating and exercising tips, and some great information about mental health stuff. Drawback…the system is only updated until Nov 2021. Annoying. 

We need a password protected chat history function. Then it will be a 5 star rating from me.",4,nicholas72,33,16,Google Play,fr,Trinidad and Tobago,4.7.8,No,i’m enjoying app far learned softball technique interior design style wii fit use number healthy eating exercising tip great information mental health stuff drawback…the system updated nov annoying need password protected chat history function star rating,36,idea…,idea… i’m enjoying app far learned softball technique interior design style wii fit use number healthy eating exercising tip great information mental health stuff drawback…the system updated nov annoying need password protected chat history function star rating
########,Seems a bit buggy,I understand it’s still the first release of the app. Works great and the ai is fine but when writing the text it jumps all over the screen and bugs out on me. Also the voice to text feature doesn’t work,5,hannahcurtis,6,26,Google Play,zh,Ecuador,5.1.9,No,understand it’s still first release app work great fine writing text jump screen bug also voice text feature doesn’t work,20,seems bit buggy,seems bit buggy understand it’s still first release app work great fine writing text jump screen bug also voice text feature doesn’t work
########,Game changer for Educators,"31 years in education and I feel like my ability to guide student success , as a high school academic advisor , multiplied to unimaginable levels  with OpenAI.  Now, I’m able to literally carry this superpower  in my back pocket .  Forget retirement ,   I’m sticking around to see where this takes us next !",5,hcallahan,3,21,Amazon,ja,Saint Helena,4.1.8,Yes,year education feel like ability guide student success high school academic advisor multiplied unimaginable level openai i’m able literally carry superpower back pocket forget retirement i’m sticking around see take next,31,game changer educator,game changer educator year education feel like ability guide student success high school academic advisor multiplied unimaginable level openai i’m able literally carry superpower back pocket forget retirement i’m sticking around see take next
07-03-2025,Spectacular,"ChatGPT is amazing. It literally helps me every day. And even when I don't need to use it, I just go into the app to use it's much more sophisticated voice recognition than Apple. It's just that amazing. This was also made using their voice recognition, by the way.",5,rpeterson,133,26,Flipkart,ja,Martinique,2.2.4,No,chatgpt amazing literally help every day even dont need use app use much sophisticated voice recognition apple amazing also made using voice recognition way,24,spectacular,spectacular chatgpt amazing literally help every day even dont need use app use much sophisticated voice recognition apple amazing also made using voice recognition way
########,To make the song from a real person who made it,I think you can add if the ai can finish lyrics of the music or make the actual song which not creative but the real song instead and would help the app grow a little more,5,ronald66,126,24,Flipkart,es,Albania,2.6.4,No,think add finish lyric music make actual song creative real song instead would help app grow little,17,make song real person made,make song real person made think add finish lyric music make actual song creative real song instead would help app grow little
########,Up to date on the latest tech developments,Excellent performance! Very smooth. Quick answers to complex questions including the latest tech developments in different industries. Also great with writing poems in different languages! What a great service. Thank you for upgrading the internet!,5,ccrane,123,18,Google Play,zh,Slovakia (Slovak Republic),3.3.7,Yes,excellent performance smooth quick answer complex question including latest tech development different industry also great writing poem different language great service thank upgrading internet,24,date latest tech development,date latest tech development excellent performance smooth quick answer complex question including latest tech development different industry also great writing poem different language great service thank upgrading internet
06-05-2025,10/10 r,"This App has exceeded my expectations & I’m only using the free version so I can only imagine what else it’s capable of. I don’t know much about AI but what I do know is ChatGPT is way better than Google, Yahoo & and whatever else you can type in just to find manipulated searches. Thank you kindly !!",5,taylorkayla,27,21,Flipkart,hi,Trinidad and Tobago,1.6.5,No,app exceeded expectation i’m using free version imagine else it’s capable don’t know much know chatgpt way better google yahoo whatever else type find manipulated search thank kindly,28,, app exceeded expectation i’m using free version imagine else it’s capable don’t know much know chatgpt way better google yahoo whatever else type find manipulated search thank kindly
########,Adding the iOS dictionary feature,"I often encounter new words. In the browser version of ChatGPT, I can easily look for these words in iOS dictionary. But in this app, I couldn’t access this helpful feature. It forces me to have to use the web version, otherwise it is quite inconvenient for me.",4,kristy74,112,21,Amazon,ja,Montserrat,5.2.4,No,often encounter new word browser version chatgpt easily look word io dictionary app couldn’t access helpful feature force use web version otherwise quite inconvenient,24,adding io dictionary feature,adding io dictionary feature often encounter new word browser version chatgpt easily look word io dictionary app couldn’t access helpful feature force use web version otherwise quite inconvenient
